"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
"Total"	"Ohio"	"39"	"2021"	"2021"	"Male"	"M"			348	5814093	5.99
"Total"	"Ohio"	"39"	"2021"	"2021"					653	11764342	5.55
"Total"	"Ohio"	"39"							13705	266037544	5.15
	"Oklahoma"	"40"	"1999"	"1999"	"Female"	"F"	"< 1 year"	"1"	0	22969	0.00
	"Oklahoma"	"40"	"1999"	"1999"	"Female"	"F"	"1-4 years"	"1-4"	0	90811	0.00
	"Oklahoma"	"40"	"1999"	"1999"	"Female"	"F"	"20-24 years"	"20-24"	0	118049	0.00
	"Oklahoma"	"40"	"1999"	"1999"	"Female"	"F"	"25-29 years"	"25-29"	0	112856	0.00
	"Oklahoma"	"40"	"1999"	"1999"	"Female"	"F"	"30-34 years"	"30-34"	0	109939	0.00
"Total"	"Oklahoma"	"40"	"1999"	"1999"	"Female"	"F"			77	1748783	4.40
	"Oklahoma"	"40"	"1999"	"1999"	"Male"	"M"	"< 1 year"	"1"	0	24357	0.00
	"Oklahoma"	"40"	"1999"	"1999"	"Male"	"M"	"5-9 years"	"5-9"	0	126563	0.00
	"Oklahoma"	"40"	"1999"	"1999"	"Male"	"M"	"10-14 years"	"10-14"	0	129479	0.00
	"Oklahoma"	"40"	"1999"	"1999"	"Male"	"M"	"15-19 years"	"15-19"	0	139723	0.00
	"Oklahoma"	"40"	"1999"	"1999"	"Male"	"M"	"20-24 years"	"20-24"	0	126379	0.00
"Total"	"Oklahoma"	"40"	"1999"	"1999"	"Male"	"M"			89	1688364	5.27
"Total"	"Oklahoma"	"40"	"1999"	"1999"					166	3437147	4.83
	"Oklahoma"	"40"	"2000"	"2000"	"Female"	"F"	"< 1 year"	"1"	0	23284	0.00
	"Oklahoma"	"40"	"2000"	"2000"	"Female"	"F"	"10-14 years"	"10-14"	0	123621	0.00
	"Oklahoma"	"40"	"2000"	"2000"	"Female"	"F"	"15-19 years"	"15-19"	0	130517	0.00
	"Oklahoma"	"40"	"2000"	"2000"	"Female"	"F"	"20-24 years"	"20-24"	0	120056	0.00
"Total"	"Oklahoma"	"40"	"2000"	"2000"	"Female"	"F"			82	1756493	4.67
	"Oklahoma"	"40"	"2000"	"2000"	"Male"	"M"	"< 1 year"	"1"	0	24705	0.00
	"Oklahoma"	"40"	"2000"	"2000"	"Male"	"M"	"1-4 years"	"1-4"	0	96681	0.00
	"Oklahoma"	"40"	"2000"	"2000"	"Male"	"M"	"5-9 years"	"5-9"	0	124385	0.00
"Total"	"Oklahoma"	"40"	"2000"	"2000"	"Male"	"M"			102	1697872	6.01
"Total"	"Oklahoma"	"40"	"2000"	"2000"					184	3454365	5.33
	"Oklahoma"	"40"	"2001"	"2001"	"Female"	"F"	"< 1 year"	"1"	0	23841	0.00
	"Oklahoma"	"40"	"2001"	"2001"	"Female"	"F"	"5-9 years"	"5-9"	0	116165	0.00
	"Oklahoma"	"40"	"2001"	"2001"	"Female"	"F"	"10-14 years"	"10-14"	0	123597	0.00
"Total"	"Oklahoma"	"40"	"2001"	"2001"	"Female"	"F"			69	1760052	3.92
	"Oklahoma"	"40"	"2001"	"2001"	"Male"	"M"	"< 1 year"	"1"	0	24888	0.00
	"Oklahoma"	"40"	"2001"	"2001"	"Male"	"M"	"1-4 years"	"1-4"	0	96751	0.00
"Total"	"Oklahoma"	"40"	"2001"	"2001"	"Male"	"M"			95	1707048	5.57
"Total"	"Oklahoma"	"40"	"2001"	"2001"					164	3467100	4.73
	"Oklahoma"	"40"	"2002"	"2002"	"Female"	"F"	"< 1 year"	"1"	0	24282	0.00
	"Oklahoma"	"40"	"2002"	"2002"	"Female"	"F"	"1-4 years"	"1-4"	0	92892	0.00
	"Oklahoma"	"40"	"2002"	"2002"	"Female"	"F"	"20-24 years"	"20-24"	0	128927	0.00
	"Oklahoma"	"40"	"2002"	"2002"	"Female"	"F"	"25-29 years"	"25-29"	0	106966	0.00
"Total"	"Oklahoma"	"40"	"2002"	"2002"	"Female"	"F"			83	1769080	4.69
	"Oklahoma"	"40"	"2002"	"2002"	"Male"	"M"	"1-4 years"	"1-4"	0	97984	0.00
	"Oklahoma"	"40"	"2002"	"2002"	"Male"	"M"	"15-19 years"	"15-19"	0	138359	0.00
	"Oklahoma"	"40"	"2002"	"2002"	"Male"	"M"	"25-29 years"	"25-29"	0	112394	0.00
"Total"	"Oklahoma"	"40"	"2002"	"2002"	"Male"	"M"			103	1720000	5.99
"Total"	"Oklahoma"	"40"	"2002"	"2002"					186	3489080	5.33
	"Oklahoma"	"40"	"2003"	"2003"	"Female"	"F"	"< 1 year"	"1"	0	24044	0.00
	"Oklahoma"	"40"	"2003"	"2003"	"Female"	"F"	"5-9 years"	"5-9"	0	113846	0.00
	"Oklahoma"	"40"	"2003"	"2003"	"Female"	"F"	"20-24 years"	"20-24"	0	132331	0.00
"Total"	"Oklahoma"	"40"	"2003"	"2003"	"Female"	"F"			82	1777723	4.61
	"Oklahoma"	"40"	"2003"	"2003"	"Male"	"M"	"< 1 year"	"1"	0	25462	0.00
"Total"	"Oklahoma"	"40"	"2003"	"2003"	"Male"	"M"			108	1727169	6.25
"Total"	"Oklahoma"	"40"	"2003"	"2003"					190	3504892	5.42
	"Oklahoma"	"40"	"2004"	"2004"	"Female"	"F"	"< 1 year"	"1"	0	24127	0.00
	"Oklahoma"	"40"	"2004"	"2004"	"Female"	"F"	"1-4 years"	"1-4"	0	94124	0.00
	"Oklahoma"	"40"	"2004"	"2004"	"Female"	"F"	"5-9 years"	"5-9"	0	113987	0.00
	"Oklahoma"	"40"	"2004"	"2004"	"Female"	"F"	"15-19 years"	"15-19"	0	126142	0.00
	"Oklahoma"	"40"	"2004"	"2004"	"Female"	"F"	"20-24 years"	"20-24"	0	133437	0.00
	"Oklahoma"	"40"	"2004"	"2004"	"Female"	"F"	"25-29 years"	"25-29"	0	109231	0.00
	"Oklahoma"	"40"	"2004"	"2004"	"Female"	"F"	"30-34 years"	"30-34"	0	112132	0.00
"Total"	"Oklahoma"	"40"	"2004"	"2004"	"Female"	"F"			68	1784671	3.81
	"Oklahoma"	"40"	"2004"	"2004"	"Male"	"M"	"< 1 year"	"1"	0	25435	0.00
	"Oklahoma"	"40"	"2004"	"2004"	"Male"	"M"	"10-14 years"	"10-14"	0	128395	0.00
	"Oklahoma"	"40"	"2004"	"2004"	"Male"	"M"	"35-39 years"	"35-39"	0	112542	0.00
	"Oklahoma"	"40"	"2004"	"2004"	"Male"	"M"	"50-54 years"	"50-54"	22	114192	19.27
"Total"	"Oklahoma"	"40"	"2004"	"2004"	"Male"	"M"			100	1740562	5.75
"Total"	"Oklahoma"	"40"	"2004"	"2004"					168	3525233	4.77
	"Oklahoma"	"40"	"2005"	"2005"	"Female"	"F"	"< 1 year"	"1"	0	24598	0.00
	"Oklahoma"	"40"	"2005"	"2005"	"Female"	"F"	"1-4 years"	"1-4"	0	95275	0.00
	"Oklahoma"	"40"	"2005"	"2005"	"Female"	"F"	"10-14 years"	"10-14"	0	121457	0.00
	"Oklahoma"	"40"	"2005"	"2005"	"Female"	"F"	"15-19 years"	"15-19"	0	126681	0.00
	"Oklahoma"	"40"	"2005"	"2005"	"Female"	"F"	"20-24 years"	"20-24"	0	133020	0.00
"Total"	"Oklahoma"	"40"	"2005"	"2005"	"Female"	"F"			82	1796475	4.56
	"Oklahoma"	"40"	"2005"	"2005"	"Male"	"M"	"< 1 year"	"1"	0	25974	0.00
	"Oklahoma"	"40"	"2005"	"2005"	"Male"	"M"	"1-4 years"	"1-4"	0	100248	0.00
	"Oklahoma"	"40"	"2005"	"2005"	"Male"	"M"	"10-14 years"	"10-14"	0	126841	0.00
	"Oklahoma"	"40"	"2005"	"2005"	"Male"	"M"	"20-24 years"	"20-24"	0	143780	0.00
"Total"	"Oklahoma"	"40"	"2005"	"2005"	"Male"	"M"			101	1752122	5.76
"Total"	"Oklahoma"	"40"	"2005"	"2005"					183	3548597	5.16
	"Oklahoma"	"40"	"2006"	"2006"	"Female"	"F"	"< 1 year"	"1"	0	25191	0.00
	"Oklahoma"	"40"	"2006"	"2006"	"Female"	"F"	"1-4 years"	"1-4"	0	96569	0.00
	"Oklahoma"	"40"	"2006"	"2006"	"Female"	"F"	"15-19 years"	"15-19"	0	127669	0.00
"Total"	"Oklahoma"	"40"	"2006"	"2006"	"Female"	"F"			72	1818693	3.96
	"Oklahoma"	"40"	"2006"	"2006"	"Male"	"M"	"< 1 year"	"1"	0	26332	0.00
	"Oklahoma"	"40"	"2006"	"2006"	"Male"	"M"	"1-4 years"	"1-4"	0	101629	0.00
	"Oklahoma"	"40"	"2006"	"2006"	"Male"	"M"	"20-24 years"	"20-24"	0	142580	0.00
"Total"	"Oklahoma"	"40"	"2006"	"2006"	"Male"	"M"			92	1775397	5.18
"Total"	"Oklahoma"	"40"	"2006"	"2006"					164	3594090	4.56
	"Oklahoma"	"40"	"2007"	"2007"	"Female"	"F"	"< 1 year"	"1"	0	26127	0.00
	"Oklahoma"	"40"	"2007"	"2007"	"Female"	"F"	"1-4 years"	"1-4"	0	97853	0.00
	"Oklahoma"	"40"	"2007"	"2007"	"Female"	"F"	"5-9 years"	"5-9"	0	120110	0.00
	"Oklahoma"	"40"	"2007"	"2007"	"Female"	"F"	"10-14 years"	"10-14"	0	119806	0.00
	"Oklahoma"	"40"	"2007"	"2007"	"Female"	"F"	"15-19 years"	"15-19"	0	128944	0.00
	"Oklahoma"	"40"	"2007"	"2007"	"Female"	"F"	"20-24 years"	"20-24"	0	131137	0.00
	"Oklahoma"	"40"	"2007"	"2007"	"Female"	"F"	"25-29 years"	"25-29"	0	122857	0.00
	"Oklahoma"	"40"	"2007"	"2007"	"Female"	"F"	"40-44 years"	"40-44"	0	120169	0.00
	"Oklahoma"	"40"	"2007"	"2007"	"Female"	"F"	"75-79 years"	"75-79"	17	53397	31.84
"Total"	"Oklahoma"	"40"	"2007"	"2007"	"Female"	"F"			82	1837175	4.46
	"Oklahoma"	"40"	"2007"	"2007"	"Male"	"M"	"< 1 year"	"1"	0	27358	0.00
	"Oklahoma"	"40"	"2007"	"2007"	"Male"	"M"	"10-14 years"	"10-14"	0	126103	0.00
	"Oklahoma"	"40"	"2007"	"2007"	"Male"	"M"	"20-24 years"	"20-24"	0	141293	0.00
"Total"	"Oklahoma"	"40"	"2007"	"2007"	"Male"	"M"			91	1797174	5.06
"Total"	"Oklahoma"	"40"	"2007"	"2007"					173	3634349	4.76
	"Oklahoma"	"40"	"2008"	"2008"	"Female"	"F"	"< 1 year"	"1"	0	26222	0.00
	"Oklahoma"	"40"	"2008"	"2008"	"Female"	"F"	"1-4 years"	"1-4"	0	99827	0.00
	"Oklahoma"	"40"	"2008"	"2008"	"Female"	"F"	"5-9 years"	"5-9"	0	121640	0.00
	"Oklahoma"	"40"	"2008"	"2008"	"Female"	"F"	"10-14 years"	"10-14"	0	120266	0.00
	"Oklahoma"	"40"	"2008"	"2008"	"Female"	"F"	"75-79 years"	"75-79"	19	53177	35.73
"Total"	"Oklahoma"	"40"	"2008"	"2008"	"Female"	"F"			96	1854771	5.18
	"Oklahoma"	"40"	"2008"	"2008"	"Male"	"M"	"< 1 year"	"1"	0	27379	0.00
	"Oklahoma"	"40"	"2008"	"2008"	"Male"	"M"	"1-4 years"	"1-4"	0	104388	0.00
	"Oklahoma"	"40"	"2008"	"2008"	"Male"	"M"	"10-14 years"	"10-14"	0	126915	0.00
	"Oklahoma"	"40"	"2008"	"2008"	"Male"	"M"	"35-39 years"	"35-39"	0	116886	0.00
	"Oklahoma"	"40"	"2008"	"2008"	"Male"	"M"	"60-64 years "	"60-64"	20	92295	21.67
"Total"	"Oklahoma"	"40"	"2008"	"2008"	"Male"	"M"			112	1814205	6.17
"Total"	"Oklahoma"	"40"	"2008"	"2008"					208	3668976	5.67
	"Oklahoma"	"40"	"2009"	"2009"	"Female"	"F"	"< 1 year"	"1"	0	26184	0.00
	"Oklahoma"	"40"	"2009"	"2009"	"Female"	"F"	"1-4 years"	"1-4"	0	102503	0.00
	"Oklahoma"	"40"	"2009"	"2009"	"Female"	"F"	"5-9 years"	"5-9"	0	124184	0.00
	"Oklahoma"	"40"	"2009"	"2009"	"Female"	"F"	"20-24 years"	"20-24"	0	130434	0.00
"Total"	"Oklahoma"	"40"	"2009"	"2009"	"Female"	"F"			74	1878034	3.94
	"Oklahoma"	"40"	"2009"	"2009"	"Male"	"M"	"< 1 year"	"1"	0	26935	0.00
"Total"	"Oklahoma"	"40"	"2009"	"2009"	"Male"	"M"			95	1839538	5.16
"Total"	"Oklahoma"	"40"	"2009"	"2009"					169	3717572	4.55
	"Oklahoma"	"40"	"2010"	"2010"	"Female"	"F"	"< 1 year"	"1"	0	25589	0.00
	"Oklahoma"	"40"	"2010"	"2010"	"Female"	"F"	"1-4 years"	"1-4"	0	104061	0.00
	"Oklahoma"	"40"	"2010"	"2010"	"Female"	"F"	"5-9 years"	"5-9"	0	126624	0.00
	"Oklahoma"	"40"	"2010"	"2010"	"Female"	"F"	"10-14 years"	"10-14"	0	123964	0.00
	"Oklahoma"	"40"	"2010"	"2010"	"Female"	"F"	"15-19 years"	"15-19"	0	128337	0.00
	"Oklahoma"	"40"	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"	0	132253	0.00
	"Oklahoma"	"40"	"2010"	"2010"	"Female"	"F"	"25-29 years"	"25-29"	0	130080	0.00
	"Oklahoma"	"40"	"2010"	"2010"	"Female"	"F"	"35-39 years"	"35-39"	0	115050	0.00
"Total"	"Oklahoma"	"40"	"2010"	"2010"	"Female"	"F"			86	1899023	4.53
	"Oklahoma"	"40"	"2010"	"2010"	"Male"	"M"	"< 1 year"	"1"	0	26534	0.00
	"Oklahoma"	"40"	"2010"	"2010"	"Male"	"M"	"30-34 years"	"30-34"	0	123462	0.00
	"Oklahoma"	"40"	"2010"	"2010"	"Male"	"M"	"55-59 years"	"55-59"	16	115834	13.81
	"Oklahoma"	"40"	"2010"	"2010"	"Male"	"M"	"60-64 years "	"60-64"	21	99409	21.12
"Total"	"Oklahoma"	"40"	"2010"	"2010"	"Male"	"M"			108	1860503	5.80
"Total"	"Oklahoma"	"40"	"2010"	"2010"					194	3759526	5.16
	"Oklahoma"	"40"	"2011"	"2011"	"Female"	"F"	"< 1 year"	"1"	0	25517	0.00
	"Oklahoma"	"40"	"2011"	"2011"	"Female"	"F"	"10-14 years"	"10-14"	0	125951	0.00
	"Oklahoma"	"40"	"2011"	"2011"	"Female"	"F"	"15-19 years"	"15-19"	0	126207	0.00
	"Oklahoma"	"40"	"2011"	"2011"	"Female"	"F"	"20-24 years"	"20-24"	0	136101	0.00
	"Oklahoma"	"40"	"2011"	"2011"	"Female"	"F"	"60-64 years "	"60-64"	16	110895	14.43
"Total"	"Oklahoma"	"40"	"2011"	"2011"	"Female"	"F"			103	1911081	5.39
	"Oklahoma"	"40"	"2011"	"2011"	"Male"	"M"	"< 1 year"	"1"	0	26490	0.00
	"Oklahoma"	"40"	"2011"	"2011"	"Male"	"M"	"1-4 years"	"1-4"	0	108321	0.00
	"Oklahoma"	"40"	"2011"	"2011"	"Male"	"M"	"5-9 years"	"5-9"	0	133868	0.00
	"Oklahoma"	"40"	"2011"	"2011"	"Male"	"M"	"55-59 years"	"55-59"	22	118391	18.58
"Total"	"Oklahoma"	"40"	"2011"	"2011"	"Male"	"M"			114	1875388	6.08
"Total"	"Oklahoma"	"40"	"2011"	"2011"					217	3786469	5.73
	"Oklahoma"	"40"	"2012"	"2012"	"Female"	"F"	"< 1 year"	"1"	0	25217	0.00
	"Oklahoma"	"40"	"2012"	"2012"	"Female"	"F"	"1-4 years"	"1-4"	0	103763	0.00
	"Oklahoma"	"40"	"2012"	"2012"	"Female"	"F"	"5-9 years"	"5-9"	0	129004	0.00
	"Oklahoma"	"40"	"2012"	"2012"	"Female"	"F"	"10-14 years"	"10-14"	0	127306	0.00
	"Oklahoma"	"40"	"2012"	"2012"	"Female"	"F"	"15-19 years"	"15-19"	0	124899	0.00
	"Oklahoma"	"40"	"2012"	"2012"	"Female"	"F"	"25-29 years"	"25-29"	0	129370	0.00
	"Oklahoma"	"40"	"2012"	"2012"	"Female"	"F"	"30-34 years"	"30-34"	0	125776	0.00
	"Oklahoma"	"40"	"2012"	"2012"	"Female"	"F"	"35-39 years"	"35-39"	0	113433	0.00
"Total"	"Oklahoma"	"40"	"2012"	"2012"	"Female"	"F"			77	1922539	4.01
	"Oklahoma"	"40"	"2012"	"2012"	"Male"	"M"	"< 1 year"	"1"	0	26428	0.00
	"Oklahoma"	"40"	"2012"	"2012"	"Male"	"M"	"1-4 years"	"1-4"	0	107880	0.00
	"Oklahoma"	"40"	"2012"	"2012"	"Male"	"M"	"5-9 years"	"5-9"	0	135362	0.00
	"Oklahoma"	"40"	"2012"	"2012"	"Male"	"M"	"15-19 years"	"15-19"	0	133358	0.00
	"Oklahoma"	"40"	"2012"	"2012"	"Male"	"M"	"25-29 years"	"25-29"	0	134250	0.00
	"Oklahoma"	"40"	"2012"	"2012"	"Male"	"M"	"60-64 years "	"60-64"	16	102541	15.60
	"Oklahoma"	"40"	"2012"	"2012"	"Male"	"M"	"70-74 years"	"70-74"	17	59028	28.80
"Total"	"Oklahoma"	"40"	"2012"	"2012"	"Male"	"M"			101	1892521	5.34
"Total"	"Oklahoma"	"40"	"2012"	"2012"					178	3815060	4.67
	"Oklahoma"	"40"	"2013"	"2013"	"Female"	"F"	"< 1 year"	"1"	0	25547	0.00
	"Oklahoma"	"40"	"2013"	"2013"	"Female"	"F"	"5-9 years"	"5-9"	0	130827	0.00
	"Oklahoma"	"40"	"2013"	"2013"	"Female"	"F"	"10-14 years"	"10-14"	0	128437	0.00
	"Oklahoma"	"40"	"2013"	"2013"	"Female"	"F"	"15-19 years"	"15-19"	0	125523	0.00
	"Oklahoma"	"40"	"2013"	"2013"	"Female"	"F"	"20-24 years"	"20-24"	0	141432	0.00
"Total"	"Oklahoma"	"40"	"2013"	"2013"	"Female"	"F"			74	1936576	3.82
	"Oklahoma"	"40"	"2013"	"2013"	"Male"	"M"	"< 1 year"	"1"	0	26902	0.00
	"Oklahoma"	"40"	"2013"	"2013"	"Male"	"M"	"60-64 years "	"60-64"	16	103971	15.39
"Total"	"Oklahoma"	"40"	"2013"	"2013"	"Male"	"M"			110	1911188	5.76
"Total"	"Oklahoma"	"40"	"2013"	"2013"					184	3847764	4.78
	"Oklahoma"	"40"	"2014"	"2014"	"Female"	"F"	"< 1 year"	"1"	0	25312	0.00
	"Oklahoma"	"40"	"2014"	"2014"	"Female"	"F"	"10-14 years"	"10-14"	0	129620	0.00
	"Oklahoma"	"40"	"2014"	"2014"	"Female"	"F"	"15-19 years"	"15-19"	0	126875	0.00
	"Oklahoma"	"40"	"2014"	"2014"	"Female"	"F"	"25-29 years"	"25-29"	0	129337	0.00
	"Oklahoma"	"40"	"2014"	"2014"	"Female"	"F"	"75-79 years"	"75-79"	16	54418	29.40
"Total"	"Oklahoma"	"40"	"2014"	"2014"	"Female"	"F"			87	1946388	4.47
	"Oklahoma"	"40"	"2014"	"2014"	"Male"	"M"	"< 1 year"	"1"	0	26742	0.00
	"Oklahoma"	"40"	"2014"	"2014"	"Male"	"M"	"10-14 years"	"10-14"	0	136304	0.00
	"Oklahoma"	"40"	"2014"	"2014"	"Male"	"M"	"20-24 years"	"20-24"	0	150246	0.00
	"Oklahoma"	"40"	"2014"	"2014"	"Male"	"M"	"55-59 years"	"55-59"	19	124001	15.32
	"Oklahoma"	"40"	"2014"	"2014"	"Male"	"M"	"60-64 years "	"60-64"	17	106265	16.00
	"Oklahoma"	"40"	"2014"	"2014"	"Male"	"M"	"70-74 years"	"70-74"	18	63110	28.52
"Total"	"Oklahoma"	"40"	"2014"	"2014"	"Male"	"M"			118	1924687	6.13
"Total"	"Oklahoma"	"40"	"2014"	"2014"					205	3871075	5.30
	"Oklahoma"	"40"	"2015"	"2015"	"Female"	"F"	"< 1 year"	"1"	0	25589	0.00
	"Oklahoma"	"40"	"2015"	"2015"	"Female"	"F"	"1-4 years"	"1-4"	0	103381	0.00
	"Oklahoma"	"40"	"2015"	"2015"	"Female"	"F"	"10-14 years"	"10-14"	0	130397	0.00
	"Oklahoma"	"40"	"2015"	"2015"	"Female"	"F"	"15-19 years"	"15-19"	0	129414	0.00
	"Oklahoma"	"40"	"2015"	"2015"	"Female"	"F"	"25-29 years"	"25-29"	0	131672	0.00
	"Oklahoma"	"40"	"2015"	"2015"	"Female"	"F"	"45-49 years"	"45-49"	0	112529	0.00
	"Oklahoma"	"40"	"2015"	"2015"	"Female"	"F"	"70-74 years"	"70-74"	16	74878	21.37
	"Oklahoma"	"40"	"2015"	"2015"	"Female"	"F"	"75-79 years"	"75-79"	16	54970	29.11
"Total"	"Oklahoma"	"40"	"2015"	"2015"	"Female"	"F"			94	1959452	4.80
	"Oklahoma"	"40"	"2015"	"2015"	"Male"	"M"	"< 1 year"	"1"	0	26756	0.00
	"Oklahoma"	"40"	"2015"	"2015"	"Male"	"M"	"15-19 years"	"15-19"	0	137622	0.00
	"Oklahoma"	"40"	"2015"	"2015"	"Male"	"M"	"55-59 years"	"55-59"	17	125442	13.55
	"Oklahoma"	"40"	"2015"	"2015"	"Male"	"M"	"60-64 years "	"60-64"	16	108886	14.69
"Total"	"Oklahoma"	"40"	"2015"	"2015"	"Male"	"M"			128	1941087	6.59
"Total"	"Oklahoma"	"40"	"2015"	"2015"					222	3900539	5.69
	"Oklahoma"	"40"	"2016"	"2016"	"Female"	"F"	"< 1 year"	"1"	0	25364	0.00
	"Oklahoma"	"40"	"2016"	"2016"	"Female"	"F"	"1-4 years"	"1-4"	0	102735	0.00
	"Oklahoma"	"40"	"2016"	"2016"	"Female"	"F"	"10-14 years"	"10-14"	0	131349	0.00
	"Oklahoma"	"40"	"2016"	"2016"	"Female"	"F"	"20-24 years"	"20-24"	0	135303	0.00
	"Oklahoma"	"40"	"2016"	"2016"	"Female"	"F"	"60-64 years "	"60-64"	17	117960	14.41
	"Oklahoma"	"40"	"2016"	"2016"	"Female"	"F"	"65-69 years"	"65-69"	25	102584	24.37
"Total"	"Oklahoma"	"40"	"2016"	"2016"	"Female"	"F"			114	1966014	5.80
	"Oklahoma"	"40"	"2016"	"2016"	"Male"	"M"	"< 1 year"	"1"	0	26535	0.00
	"Oklahoma"	"40"	"2016"	"2016"	"Male"	"M"	"10-14 years"	"10-14"	0	138303	0.00
	"Oklahoma"	"40"	"2016"	"2016"	"Male"	"M"	"20-24 years"	"20-24"	0	147899	0.00
	"Oklahoma"	"40"	"2016"	"2016"	"Male"	"M"	"60-64 years "	"60-64"	16	111123	14.40
	"Oklahoma"	"40"	"2016"	"2016"	"Male"	"M"	"65-69 years"	"65-69"	20	93601	21.37
"Total"	"Oklahoma"	"40"	"2016"	"2016"	"Male"	"M"			114	1950213	5.85
"Total"	"Oklahoma"	"40"	"2016"	"2016"					228	3916227	5.82
	"Oklahoma"	"40"	"2017"	"2017"	"Female"	"F"	"1-4 years"	"1-4"	0	102004	0.00
	"Oklahoma"	"40"	"2017"	"2017"	"Female"	"F"	"15-19 years"	"15-19"	0	132079	0.00
	"Oklahoma"	"40"	"2017"	"2017"	"Female"	"F"	"65-69 years"	"65-69"	18	101695	17.70
	"Oklahoma"	"40"	"2017"	"2017"	"Female"	"F"	"70-74 years"	"70-74"	19	80689	23.55
"Total"	"Oklahoma"	"40"	"2017"	"2017"	"Female"	"F"			98	1966193	4.98
	"Oklahoma"	"40"	"2017"	"2017"	"Male"	"M"	"< 1 year"	"1"	0	25560	0.00
	"Oklahoma"	"40"	"2017"	"2017"	"Male"	"M"	"1-4 years"	"1-4"	0	107090	0.00
	"Oklahoma"	"40"	"2017"	"2017"	"Male"	"M"	"60-64 years "	"60-64"	16	113174	14.14
	"Oklahoma"	"40"	"2017"	"2017"	"Male"	"M"	"65-69 years"	"65-69"	19	92772	20.48
"Total"	"Oklahoma"	"40"	"2017"	"2017"	"Male"	"M"			117	1953448	5.99
"Total"	"Oklahoma"	"40"	"2017"	"2017"					215	3919641	5.49
	"Oklahoma"	"40"	"2018"	"2018"	"Female"	"F"	"< 1 year"	"1"	0	23673	0.00
	"Oklahoma"	"40"	"2018"	"2018"	"Female"	"F"	"5-9 years"	"5-9"	0	128976	0.00
	"Oklahoma"	"40"	"2018"	"2018"	"Female"	"F"	"20-24 years"	"20-24"	0	132170	0.00
	"Oklahoma"	"40"	"2018"	"2018"	"Female"	"F"	"30-34 years"	"30-34"	0	128028	0.00
	"Oklahoma"	"40"	"2018"	"2018"	"Female"	"F"	"55-59 years"	"55-59"	17	128800	13.20
	"Oklahoma"	"40"	"2018"	"2018"	"Female"	"F"	"65-69 years"	"65-69"	19	103255	18.40
"Total"	"Oklahoma"	"40"	"2018"	"2018"	"Female"	"F"			106	1968953	5.38
	"Oklahoma"	"40"	"2018"	"2018"	"Male"	"M"	"< 1 year"	"1"	0	24988	0.00
	"Oklahoma"	"40"	"2018"	"2018"	"Male"	"M"	"1-4 years"	"1-4"	0	105630	0.00
	"Oklahoma"	"40"	"2018"	"2018"	"Male"	"M"	"5-9 years"	"5-9"	0	135052	0.00
	"Oklahoma"	"40"	"2018"	"2018"	"Male"	"M"	"55-59 years"	"55-59"	19	125982	15.08
	"Oklahoma"	"40"	"2018"	"2018"	"Male"	"M"	"70-74 years"	"70-74"	16	72433	22.09
	"Oklahoma"	"40"	"2018"	"2018"	"Male"	"M"	"75-79 years"	"75-79"	17	48606	34.98
"Total"	"Oklahoma"	"40"	"2018"	"2018"	"Male"	"M"			131	1958807	6.69
"Total"	"Oklahoma"	"40"	"2018"	"2018"					237	3927760	6.03
	"Oklahoma"	"40"	"2019"	"2019"	"Female"	"F"	"< 1 year"	"1"	0	23359	0.00
	"Oklahoma"	"40"	"2019"	"2019"	"Female"	"F"	"10-14 years"	"10-14"	0	134555	0.00
	"Oklahoma"	"40"	"2019"	"2019"	"Female"	"F"	"25-29 years"	"25-29"	0	132972	0.00
	"Oklahoma"	"40"	"2019"	"2019"	"Female"	"F"	"30-34 years"	"30-34"	0	128540	0.00
	"Oklahoma"	"40"	"2019"	"2019"	"Female"	"F"	"65-69 years"	"65-69"	19	105644	17.98
"Total"	"Oklahoma"	"40"	"2019"	"2019"	"Female"	"F"			102	1975545	5.16
	"Oklahoma"	"40"	"2019"	"2019"	"Male"	"M"	"< 1 year"	"1"	0	24463	0.00
	"Oklahoma"	"40"	"2019"	"2019"	"Male"	"M"	"1-4 years"	"1-4"	0	104306	0.00
	"Oklahoma"	"40"	"2019"	"2019"	"Male"	"M"	"20-24 years"	"20-24"	0	145474	0.00
	"Oklahoma"	"40"	"2019"	"2019"	"Male"	"M"	"65-69 years"	"65-69"	23	96235	23.90
	"Oklahoma"	"40"	"2019"	"2019"	"Male"	"M"	"70-74 years"	"70-74"	18	74658	24.11
"Total"	"Oklahoma"	"40"	"2019"	"2019"	"Male"	"M"			118	1967871	6.00
"Total"	"Oklahoma"	"40"	"2019"	"2019"					220	3943416	5.58
	"Oklahoma"	"40"	"2020"	"2020"	"Female"	"F"	"< 1 year"	"1"	0	23156	0.00
	"Oklahoma"	"40"	"2020"	"2020"	"Female"	"F"	"1-4 years"	"1-4"	0	97447	0.00
	"Oklahoma"	"40"	"2020"	"2020"	"Female"	"F"	"10-14 years"	"10-14"	0	134824	0.00
	"Oklahoma"	"40"	"2020"	"2020"	"Female"	"F"	"20-24 years"	"20-24"	0	135337	0.00
	"Oklahoma"	"40"	"2020"	"2020"	"Female"	"F"	"25-29 years"	"25-29"	0	130742	0.00
