"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Age Groups"	"Age Groups Code"	Count	Population	Crude Rate
	"Pennsylvania"	"42"	"2021"	"2021"	"Male"	"M"	"75-79 years"	"75-79"	50	189553	26.38
	"Pennsylvania"	"42"	"2021"	"2021"	"Male"	"M"	"80-84 years"	"80-84"	34	118359	28.73
	"Pennsylvania"	"42"	"2021"	"2021"	"Male"	"M"	"85+ years"	"85+"	23	103526	22.22
	"Rhode Island"	"44"	"1999"	"1999"	"Female"	"F"	"< 1 year"	"1"	0	6032	0.00
	"Rhode Island"	"44"	"1999"	"1999"	"Female"	"F"	"10-14 years"	"10-14"	0	33811	0.00
	"Rhode Island"	"44"	"1999"	"1999"	"Female"	"F"	"20-24 years"	"20-24"	0	35059	0.00
	"Rhode Island"	"44"	"1999"	"1999"	"Female"	"F"	"50-54 years"	"50-54"	0	32527	0.00
	"Rhode Island"	"44"	"1999"	"1999"	"Female"	"F"	"65-69 years"	"65-69"	0	19931	0.00
	"Rhode Island"	"44"	"1999"	"1999"	"Male"	"M"	"< 1 year"	"1"	0	6212	0.00
	"Rhode Island"	"44"	"1999"	"1999"	"Male"	"M"	"1-4 years"	"1-4"	0	26635	0.00
	"Rhode Island"	"44"	"1999"	"1999"	"Male"	"M"	"5-9 years"	"5-9"	0	37304	0.00
	"Rhode Island"	"44"	"1999"	"1999"	"Male"	"M"	"15-19 years"	"15-19"	0	37437	0.00
	"Rhode Island"	"44"	"1999"	"1999"	"Male"	"M"	"80-84 years"	"80-84"	0	8214	0.00
	"Rhode Island"	"44"	"2000"	"2000"	"Female"	"F"	"< 1 year"	"1"	0	6086	0.00
	"Rhode Island"	"44"	"2000"	"2000"	"Female"	"F"	"20-24 years"	"20-24"	0	36605	0.00
	"Rhode Island"	"44"	"2000"	"2000"	"Female"	"F"	"30-34 years"	"30-34"	0	38764	0.00
	"Rhode Island"	"44"	"2000"	"2000"	"Male"	"M"	"< 1 year"	"1"	0	6265	0.00
	"Rhode Island"	"44"	"2000"	"2000"	"Male"	"M"	"1-4 years"	"1-4"	0	26340	0.00
	"Rhode Island"	"44"	"2000"	"2000"	"Male"	"M"	"5-9 years"	"5-9"	0	36771	0.00
	"Rhode Island"	"44"	"2000"	"2000"	"Male"	"M"	"25-29 years"	"25-29"	0	31675	0.00
	"Rhode Island"	"44"	"2000"	"2000"	"Male"	"M"	"55-59 years"	"55-59"	0	24194	0.00
	"Rhode Island"	"44"	"2001"	"2001"	"Female"	"F"	"< 1 year"	"1"	0	6035	0.00
	"Rhode Island"	"44"	"2001"	"2001"	"Female"	"F"	"1-4 years"	"1-4"	0	24992	0.00
	"Rhode Island"	"44"	"2001"	"2001"	"Female"	"F"	"15-19 years"	"15-19"	0	37451	0.00
	"Rhode Island"	"44"	"2001"	"2001"	"Female"	"F"	"20-24 years"	"20-24"	0	38157	0.00
	"Rhode Island"	"44"	"2001"	"2001"	"Male"	"M"	"< 1 year"	"1"	0	6429	0.00
	"Rhode Island"	"44"	"2001"	"2001"	"Male"	"M"	"5-9 years"	"5-9"	0	35897	0.00
	"Rhode Island"	"44"	"2001"	"2001"	"Male"	"M"	"10-14 years"	"10-14"	0	37787	0.00
	"Rhode Island"	"44"	"2001"	"2001"	"Male"	"M"	"60-64 years "	"60-64"	0	18732	0.00
	"Rhode Island"	"44"	"2001"	"2001"	"Male"	"M"	"65-69 years"	"65-69"	0	15993	0.00
	"Rhode Island"	"44"	"2001"	"2001"	"Male"	"M"	"85+ years"	"85+"	0	5604	0.00
	"Rhode Island"	"44"	"2002"	"2002"	"Female"	"F"	"1-4 years"	"1-4"	0	25011	0.00
	"Rhode Island"	"44"	"2002"	"2002"	"Female"	"F"	"5-9 years"	"5-9"	0	33578	0.00
	"Rhode Island"	"44"	"2002"	"2002"	"Female"	"F"	"10-14 years"	"10-14"	0	36174	0.00
	"Rhode Island"	"44"	"2002"	"2002"	"Female"	"F"	"30-34 years"	"30-34"	0	37883	0.00
	"Rhode Island"	"44"	"2002"	"2002"	"Male"	"M"	"< 1 year"	"1"	0	6378	0.00
	"Rhode Island"	"44"	"2002"	"2002"	"Male"	"M"	"10-14 years"	"10-14"	0	38199	0.00
	"Rhode Island"	"44"	"2002"	"2002"	"Male"	"M"	"30-34 years"	"30-34"	0	35663	0.00
	"Rhode Island"	"44"	"2003"	"2003"	"Female"	"F"	"< 1 year"	"1"	0	6196	0.00
	"Rhode Island"	"44"	"2003"	"2003"	"Female"	"F"	"10-14 years"	"10-14"	0	36218	0.00
	"Rhode Island"	"44"	"2003"	"2003"	"Female"	"F"	"20-24 years"	"20-24"	0	39085	0.00
	"Rhode Island"	"44"	"2003"	"2003"	"Female"	"F"	"30-34 years"	"30-34"	0	36675	0.00
	"Rhode Island"	"44"	"2003"	"2003"	"Male"	"M"	"5-9 years"	"5-9"	0	34597	0.00
	"Rhode Island"	"44"	"2003"	"2003"	"Male"	"M"	"15-19 years"	"15-19"	0	39861	0.00
	"Rhode Island"	"44"	"2003"	"2003"	"Male"	"M"	"20-24 years"	"20-24"	0	38465	0.00
	"Rhode Island"	"44"	"2004"	"2004"	"Female"	"F"	"< 1 year"	"1"	0	6369	0.00
	"Rhode Island"	"44"	"2004"	"2004"	"Female"	"F"	"1-4 years"	"1-4"	0	24424	0.00
	"Rhode Island"	"44"	"2004"	"2004"	"Female"	"F"	"20-24 years"	"20-24"	0	38801	0.00
	"Rhode Island"	"44"	"2004"	"2004"	"Female"	"F"	"25-29 years"	"25-29"	0	33731	0.00
	"Rhode Island"	"44"	"2004"	"2004"	"Female"	"F"	"45-49 years"	"45-49"	0	42970	0.00
	"Rhode Island"	"44"	"2004"	"2004"	"Male"	"M"	"25-29 years"	"25-29"	0	32705	0.00
	"Rhode Island"	"44"	"2005"	"2005"	"Female"	"F"	"< 1 year"	"1"	0	5941	0.00
	"Rhode Island"	"44"	"2005"	"2005"	"Female"	"F"	"15-19 years"	"15-19"	0	40207	0.00
	"Rhode Island"	"44"	"2005"	"2005"	"Female"	"F"	"20-24 years"	"20-24"	0	39117	0.00
	"Rhode Island"	"44"	"2005"	"2005"	"Female"	"F"	"25-29 years"	"25-29"	0	33756	0.00
	"Rhode Island"	"44"	"2005"	"2005"	"Female"	"F"	"40-44 years"	"40-44"	0	42935	0.00
	"Rhode Island"	"44"	"2005"	"2005"	"Female"	"F"	"55-59 years"	"55-59"	0	33112	0.00
	"Rhode Island"	"44"	"2005"	"2005"	"Male"	"M"	"10-14 years"	"10-14"	0	36567	0.00
	"Rhode Island"	"44"	"2006"	"2006"	"Female"	"F"	"5-9 years"	"5-9"	0	30533	0.00
	"Rhode Island"	"44"	"2006"	"2006"	"Female"	"F"	"10-14 years"	"10-14"	0	33806	0.00
	"Rhode Island"	"44"	"2006"	"2006"	"Female"	"F"	"15-19 years"	"15-19"	0	40974	0.00
	"Rhode Island"	"44"	"2006"	"2006"	"Female"	"F"	"20-24 years"	"20-24"	0	39076	0.00
	"Rhode Island"	"44"	"2006"	"2006"	"Female"	"F"	"30-34 years"	"30-34"	0	31147	0.00
	"Rhode Island"	"44"	"2006"	"2006"	"Male"	"M"	"< 1 year"	"1"	0	6017	0.00
	"Rhode Island"	"44"	"2006"	"2006"	"Male"	"M"	"15-19 years"	"15-19"	0	41781	0.00
	"Rhode Island"	"44"	"2006"	"2006"	"Male"	"M"	"25-29 years"	"25-29"	0	33027	0.00
	"Rhode Island"	"44"	"2007"	"2007"	"Female"	"F"	"< 1 year"	"1"	0	5906	0.00
	"Rhode Island"	"44"	"2007"	"2007"	"Female"	"F"	"1-4 years"	"1-4"	0	23299	0.00
	"Rhode Island"	"44"	"2007"	"2007"	"Female"	"F"	"20-24 years"	"20-24"	0	39582	0.00
	"Rhode Island"	"44"	"2007"	"2007"	"Female"	"F"	"25-29 years"	"25-29"	0	33566	0.00
	"Rhode Island"	"44"	"2007"	"2007"	"Female"	"F"	"35-39 years"	"35-39"	0	37011	0.00
	"Rhode Island"	"44"	"2007"	"2007"	"Female"	"F"	"55-59 years"	"55-59"	0	34103	0.00
	"Rhode Island"	"44"	"2007"	"2007"	"Male"	"M"	"< 1 year"	"1"	0	6188	0.00
	"Rhode Island"	"44"	"2007"	"2007"	"Male"	"M"	"1-4 years"	"1-4"	0	24352	0.00
	"Rhode Island"	"44"	"2007"	"2007"	"Male"	"M"	"10-14 years"	"10-14"	0	34364	0.00
	"Rhode Island"	"44"	"2007"	"2007"	"Male"	"M"	"20-24 years"	"20-24"	0	40152	0.00
	"Rhode Island"	"44"	"2007"	"2007"	"Male"	"M"	"85+ years"	"85+"	0	7385	0.00
	"Rhode Island"	"44"	"2008"	"2008"	"Female"	"F"	"1-4 years"	"1-4"	0	23164	0.00
	"Rhode Island"	"44"	"2008"	"2008"	"Female"	"F"	"10-14 years"	"10-14"	0	32183	0.00
	"Rhode Island"	"44"	"2008"	"2008"	"Female"	"F"	"30-34 years"	"30-34"	0	30632	0.00
	"Rhode Island"	"44"	"2008"	"2008"	"Female"	"F"	"40-44 years"	"40-44"	0	38994	0.00
	"Rhode Island"	"44"	"2008"	"2008"	"Female"	"F"	"85+ years"	"85+"	0	17989	0.00
	"Rhode Island"	"44"	"2008"	"2008"	"Male"	"M"	"< 1 year"	"1"	0	6040	0.00
	"Rhode Island"	"44"	"2009"	"2009"	"Female"	"F"	"< 1 year"	"1"	0	5401	0.00
	"Rhode Island"	"44"	"2009"	"2009"	"Female"	"F"	"10-14 years"	"10-14"	0	31577	0.00
	"Rhode Island"	"44"	"2009"	"2009"	"Female"	"F"	"20-24 years"	"20-24"	0	40412	0.00
	"Rhode Island"	"44"	"2009"	"2009"	"Female"	"F"	"45-49 years"	"45-49"	0	42205	0.00
	"Rhode Island"	"44"	"2009"	"2009"	"Female"	"F"	"70-74 years"	"70-74"	0	17154	0.00
	"Rhode Island"	"44"	"2009"	"2009"	"Male"	"M"	"< 1 year"	"1"	0	5632	0.00
	"Rhode Island"	"44"	"2009"	"2009"	"Male"	"M"	"5-9 years"	"5-9"	0	31360	0.00
	"Rhode Island"	"44"	"2009"	"2009"	"Male"	"M"	"10-14 years"	"10-14"	0	32944	0.00
	"Rhode Island"	"44"	"2009"	"2009"	"Male"	"M"	"15-19 years"	"15-19"	0	41160	0.00
	"Rhode Island"	"44"	"2009"	"2009"	"Male"	"M"	"20-24 years"	"20-24"	0	40865	0.00
	"Rhode Island"	"44"	"2009"	"2009"	"Male"	"M"	"35-39 years"	"35-39"	0	32127	0.00
	"Rhode Island"	"44"	"2010"	"2010"	"Female"	"F"	"< 1 year"	"1"	0	5444	0.00
	"Rhode Island"	"44"	"2010"	"2010"	"Female"	"F"	"1-4 years"	"1-4"	0	22562	0.00
	"Rhode Island"	"44"	"2010"	"2010"	"Female"	"F"	"5-9 years"	"5-9"	0	29419	0.00
	"Rhode Island"	"44"	"2010"	"2010"	"Female"	"F"	"25-29 years"	"25-29"	0	32778	0.00
	"Rhode Island"	"44"	"2010"	"2010"	"Female"	"F"	"40-44 years"	"40-44"	0	37354	0.00
	"Rhode Island"	"44"	"2010"	"2010"	"Male"	"M"	"< 1 year"	"1"	0	5642	0.00
	"Rhode Island"	"44"	"2010"	"2010"	"Male"	"M"	"5-9 years"	"5-9"	0	31032	0.00
	"Rhode Island"	"44"	"2010"	"2010"	"Male"	"M"	"10-14 years"	"10-14"	0	32644	0.00
	"Rhode Island"	"44"	"2010"	"2010"	"Male"	"M"	"15-19 years"	"15-19"	0	40079	0.00
	"Rhode Island"	"44"	"2010"	"2010"	"Male"	"M"	"20-24 years"	"20-24"	0	41666	0.00
	"Rhode Island"	"44"	"2011"	"2011"	"Female"	"F"	"< 1 year"	"1"	0	5317	0.00
	"Rhode Island"	"44"	"2011"	"2011"	"Female"	"F"	"1-4 years"	"1-4"	0	22293	0.00
	"Rhode Island"	"44"	"2011"	"2011"	"Female"	"F"	"10-14 years"	"10-14"	0	30878	0.00
	"Rhode Island"	"44"	"2011"	"2011"	"Female"	"F"	"20-24 years"	"20-24"	0	41903	0.00
	"Rhode Island"	"44"	"2011"	"2011"	"Female"	"F"	"45-49 years"	"45-49"	0	40858	0.00
	"Rhode Island"	"44"	"2011"	"2011"	"Male"	"M"	"20-24 years"	"20-24"	0	42709	0.00
	"Rhode Island"	"44"	"2011"	"2011"	"Male"	"M"	"25-29 years"	"25-29"	0	33893	0.00
	"Rhode Island"	"44"	"2011"	"2011"	"Male"	"M"	"40-44 years"	"40-44"	0	35044	0.00
	"Rhode Island"	"44"	"2012"	"2012"	"Female"	"F"	"< 1 year"	"1"	0	5429	0.00
	"Rhode Island"	"44"	"2012"	"2012"	"Female"	"F"	"15-19 years"	"15-19"	0	39131	0.00
	"Rhode Island"	"44"	"2012"	"2012"	"Female"	"F"	"35-39 years"	"35-39"	0	30441	0.00
	"Rhode Island"	"44"	"2012"	"2012"	"Female"	"F"	"45-49 years"	"45-49"	0	39889	0.00
	"Rhode Island"	"44"	"2012"	"2012"	"Male"	"M"	"< 1 year"	"1"	0	5631	0.00
	"Rhode Island"	"44"	"2012"	"2012"	"Male"	"M"	"1-4 years"	"1-4"	0	23115	0.00
	"Rhode Island"	"44"	"2012"	"2012"	"Male"	"M"	"10-14 years"	"10-14"	0	32295	0.00
	"Rhode Island"	"44"	"2012"	"2012"	"Male"	"M"	"15-19 years"	"15-19"	0	39137	0.00
	"Rhode Island"	"44"	"2012"	"2012"	"Male"	"M"	"30-34 years"	"30-34"	0	32193	0.00
	"Rhode Island"	"44"	"2012"	"2012"	"Male"	"M"	"75-79 years"	"75-79"	0	11074	0.00
	"Rhode Island"	"44"	"2013"	"2013"	"Female"	"F"	"< 1 year"	"1"	0	5360	0.00
	"Rhode Island"	"44"	"2013"	"2013"	"Female"	"F"	"1-4 years"	"1-4"	0	21662	0.00
	"Rhode Island"	"44"	"2013"	"2013"	"Female"	"F"	"10-14 years"	"10-14"	0	30518	0.00
	"Rhode Island"	"44"	"2013"	"2013"	"Female"	"F"	"25-29 years"	"25-29"	0	34537	0.00
	"Rhode Island"	"44"	"2013"	"2013"	"Female"	"F"	"35-39 years"	"35-39"	0	30519	0.00
	"Rhode Island"	"44"	"2013"	"2013"	"Male"	"M"	"< 1 year"	"1"	0	5578	0.00
	"Rhode Island"	"44"	"2013"	"2013"	"Male"	"M"	"5-9 years"	"5-9"	0	30308	0.00
	"Rhode Island"	"44"	"2013"	"2013"	"Male"	"M"	"15-19 years"	"15-19"	0	38662	0.00
	"Rhode Island"	"44"	"2013"	"2013"	"Male"	"M"	"40-44 years"	"40-44"	0	33610	0.00
	"Rhode Island"	"44"	"2013"	"2013"	"Male"	"M"	"65-69 years"	"65-69"	0	24170	0.00
	"Rhode Island"	"44"	"2014"	"2014"	"Female"	"F"	"< 1 year"	"1"	0	5235	0.00
	"Rhode Island"	"44"	"2014"	"2014"	"Female"	"F"	"1-4 years"	"1-4"	0	21710	0.00
	"Rhode Island"	"44"	"2014"	"2014"	"Female"	"F"	"5-9 years"	"5-9"	0	28524	0.00
	"Rhode Island"	"44"	"2014"	"2014"	"Female"	"F"	"15-19 years"	"15-19"	0	38605	0.00
	"Rhode Island"	"44"	"2014"	"2014"	"Male"	"M"	"< 1 year"	"1"	0	5549	0.00
	"Rhode Island"	"44"	"2014"	"2014"	"Male"	"M"	"1-4 years"	"1-4"	0	22781	0.00
	"Rhode Island"	"44"	"2014"	"2014"	"Male"	"M"	"5-9 years"	"5-9"	0	29804	0.00
	"Rhode Island"	"44"	"2014"	"2014"	"Male"	"M"	"15-19 years"	"15-19"	0	38413	0.00
	"Rhode Island"	"44"	"2014"	"2014"	"Male"	"M"	"20-24 years"	"20-24"	0	42766	0.00
	"Rhode Island"	"44"	"2015"	"2015"	"Female"	"F"	"< 1 year"	"1"	0	5368	0.00
	"Rhode Island"	"44"	"2015"	"2015"	"Female"	"F"	"10-14 years"	"10-14"	0	30359	0.00
	"Rhode Island"	"44"	"2015"	"2015"	"Female"	"F"	"15-19 years"	"15-19"	0	38507	0.00
	"Rhode Island"	"44"	"2015"	"2015"	"Female"	"F"	"20-24 years"	"20-24"	0	40876	0.00
	"Rhode Island"	"44"	"2015"	"2015"	"Female"	"F"	"45-49 years"	"45-49"	0	37377	0.00
	"Rhode Island"	"44"	"2015"	"2015"	"Male"	"M"	"< 1 year"	"1"	0	5595	0.00
	"Rhode Island"	"44"	"2015"	"2015"	"Male"	"M"	"1-4 years"	"1-4"	0	22734	0.00
	"Rhode Island"	"44"	"2015"	"2015"	"Male"	"M"	"10-14 years"	"10-14"	0	32174	0.00
	"Rhode Island"	"44"	"2015"	"2015"	"Male"	"M"	"35-39 years"	"35-39"	0	31443	0.00
	"Rhode Island"	"44"	"2015"	"2015"	"Male"	"M"	"80-84 years"	"80-84"	0	8386	0.00
	"Rhode Island"	"44"	"2016"	"2016"	"Female"	"F"	"< 1 year"	"1"	0	5444	0.00
	"Rhode Island"	"44"	"2016"	"2016"	"Female"	"F"	"5-9 years"	"5-9"	0	27672	0.00
	"Rhode Island"	"44"	"2016"	"2016"	"Female"	"F"	"15-19 years"	"15-19"	0	38385	0.00
	"Rhode Island"	"44"	"2016"	"2016"	"Female"	"F"	"20-24 years"	"20-24"	0	40345	0.00
	"Rhode Island"	"44"	"2016"	"2016"	"Female"	"F"	"35-39 years"	"35-39"	0	32146	0.00
	"Rhode Island"	"44"	"2016"	"2016"	"Female"	"F"	"40-44 years"	"40-44"	0	31138	0.00
	"Rhode Island"	"44"	"2016"	"2016"	"Male"	"M"	"< 1 year"	"1"	0	5635	0.00
	"Rhode Island"	"44"	"2016"	"2016"	"Male"	"M"	"5-9 years"	"5-9"	0	29236	0.00
	"Rhode Island"	"44"	"2016"	"2016"	"Male"	"M"	"10-14 years"	"10-14"	0	32175	0.00
	"Rhode Island"	"44"	"2016"	"2016"	"Male"	"M"	"30-34 years"	"30-34"	0	34892	0.00
	"Rhode Island"	"44"	"2016"	"2016"	"Male"	"M"	"40-44 years"	"40-44"	0	30912	0.00
	"Rhode Island"	"44"	"2017"	"2017"	"Female"	"F"	"< 1 year"	"1"	0	5170	0.00
	"Rhode Island"	"44"	"2017"	"2017"	"Female"	"F"	"5-9 years"	"5-9"	0	27500	0.00
	"Rhode Island"	"44"	"2017"	"2017"	"Female"	"F"	"15-19 years"	"15-19"	0	38267	0.00
	"Rhode Island"	"44"	"2017"	"2017"	"Female"	"F"	"20-24 years"	"20-24"	0	39881	0.00
	"Rhode Island"	"44"	"2017"	"2017"	"Female"	"F"	"35-39 years"	"35-39"	0	32822	0.00
	"Rhode Island"	"44"	"2017"	"2017"	"Male"	"M"	"15-19 years"	"15-19"	0	38003	0.00
	"Rhode Island"	"44"	"2017"	"2017"	"Male"	"M"	"20-24 years"	"20-24"	0	40825	0.00
	"Rhode Island"	"44"	"2017"	"2017"	"Male"	"M"	"45-49 years"	"45-49"	0	34634	0.00
	"Rhode Island"	"44"	"2018"	"2018"	"Female"	"F"	"< 1 year"	"1"	0	5383	0.00
	"Rhode Island"	"44"	"2018"	"2018"	"Female"	"F"	"20-24 years"	"20-24"	0	39243	0.00
	"Rhode Island"	"44"	"2018"	"2018"	"Female"	"F"	"40-44 years"	"40-44"	0	30543	0.00
	"Rhode Island"	"44"	"2018"	"2018"	"Female"	"F"	"45-49 years"	"45-49"	0	34851	0.00
	"Rhode Island"	"44"	"2018"	"2018"	"Male"	"M"	"< 1 year"	"1"	0	5483	0.00
	"Rhode Island"	"44"	"2018"	"2018"	"Male"	"M"	"15-19 years"	"15-19"	0	38059	0.00
	"Rhode Island"	"44"	"2018"	"2018"	"Male"	"M"	"30-34 years"	"30-34"	0	36646	0.00
	"Rhode Island"	"44"	"2019"	"2019"	"Female"	"F"	"< 1 year"	"1"	0	5213	0.00
	"Rhode Island"	"44"	"2019"	"2019"	"Female"	"F"	"10-14 years"	"10-14"	0	29813	0.00
	"Rhode Island"	"44"	"2019"	"2019"	"Female"	"F"	"15-19 years"	"15-19"	0	38115	0.00
	"Rhode Island"	"44"	"2019"	"2019"	"Female"	"F"	"20-24 years"	"20-24"	0	38705	0.00
	"Rhode Island"	"44"	"2019"	"2019"	"Male"	"M"	"< 1 year"	"1"	0	5333	0.00
	"Rhode Island"	"44"	"2019"	"2019"	"Male"	"M"	"1-4 years"	"1-4"	0	22933	0.00
	"Rhode Island"	"44"	"2019"	"2019"	"Male"	"M"	"30-34 years"	"30-34"	0	37874	0.00
	"Rhode Island"	"44"	"2020"	"2020"	"Female"	"F"	"< 1 year"	"1"	0	5142	0.00
	"Rhode Island"	"44"	"2020"	"2020"	"Female"	"F"	"1-4 years"	"1-4"	0	21558	0.00
	"Rhode Island"	"44"	"2020"	"2020"	"Female"	"F"	"10-14 years"	"10-14"	0	29422	0.00
	"Rhode Island"	"44"	"2020"	"2020"	"Female"	"F"	"15-19 years"	"15-19"	0	37670	0.00
	"Rhode Island"	"44"	"2020"	"2020"	"Female"	"F"	"25-29 years"	"25-29"	0	36414	0.00
	"Rhode Island"	"44"	"2020"	"2020"	"Female"	"F"	"40-44 years"	"40-44"	0	31263	0.00
	"Rhode Island"	"44"	"2020"	"2020"	"Female"	"F"	"50-54 years"	"50-54"	0	36979	0.00
	"Rhode Island"	"44"	"2020"	"2020"	"Male"	"M"	"1-4 years"	"1-4"	0	22502	0.00
	"Rhode Island"	"44"	"2020"	"2020"	"Male"	"M"	"20-24 years"	"20-24"	0	39580	0.00
	"Rhode Island"	"44"	"2020"	"2020"	"Male"	"M"	"30-34 years"	"30-34"	0	39197	0.00
	"Rhode Island"	"44"	"2021"	"2021"	"Female"	"F"	"< 1 year"	"1"	0	4968	0.00
	"Rhode Island"	"44"	"2021"	"2021"	"Female"	"F"	"1-4 years"	"1-4"	0	21243	0.00
	"Rhode Island"	"44"	"2021"	"2021"	"Female"	"F"	"5-9 years"	"5-9"	0	27467	0.00
	"Rhode Island"	"44"	"2021"	"2021"	"Female"	"F"	"30-34 years"	"30-34"	0	38414	0.00
	"Rhode Island"	"44"	"2021"	"2021"	"Female"	"F"	"40-44 years"	"40-44"	0	32124	0.00
	"Rhode Island"	"44"	"2021"	"2021"	"Female"	"F"	"45-49 years"	"45-49"	0	30968	0.00
	"Rhode Island"	"44"	"2021"	"2021"	"Male"	"M"	"10-14 years"	"10-14"	0	30304	0.00
	"Rhode Island"	"44"	"2021"	"2021"	"Male"	"M"	"15-19 years"	"15-19"	0	36638	0.00
	"Rhode Island"	"44"	"2021"	"2021"	"Male"	"M"	"20-24 years"	"20-24"	0	39744	0.00
	"Rhode Island"	"44"	"2021"	"2021"	"Male"	"M"	"30-34 years"	"30-34"	0	40200	0.00
	"Rhode Island"	"44"	"2021"	"2021"	"Male"	"M"	"40-44 years"	"40-44"	0	32854	0.00
	"South Carolina"	"45"	"1999"	"1999"	"Female"	"F"	"< 1 year"	"1"	0	26108	0.00
	"South Carolina"	"45"	"1999"	"1999"	"Female"	"F"	"70-74 years"	"70-74"	16	70811	22.60
	"South Carolina"	"45"	"1999"	"1999"	"Male"	"M"	"< 1 year"	"1"	0	27364	0.00
	"South Carolina"	"45"	"1999"	"1999"	"Male"	"M"	"55-59 years"	"55-59"	16	95768	16.71
	"South Carolina"	"45"	"1999"	"1999"	"Male"	"M"	"60-64 years "	"60-64"	18	76901	23.41
	"South Carolina"	"45"	"1999"	"1999"	"Male"	"M"	"65-69 years"	"65-69"	19	66383	28.62
	"South Carolina"	"45"	"1999"	"1999"	"Male"	"M"	"70-74 years"	"70-74"	19	53533	35.49
	"South Carolina"	"45"	"2000"	"2000"	"Female"	"F"	"10-14 years"	"10-14"	0	143193	0.00
	"South Carolina"	"45"	"2000"	"2000"	"Male"	"M"	"20-24 years"	"20-24"	0	144477	0.00
	"South Carolina"	"45"	"2000"	"2000"	"Male"	"M"	"50-54 years"	"50-54"	16	128551	12.45
	"South Carolina"	"45"	"2001"	"2001"	"Female"	"F"	"10-14 years"	"10-14"	0	145874	0.00
	"South Carolina"	"45"	"2001"	"2001"	"Male"	"M"	"< 1 year"	"1"	0	28509	0.00
	"South Carolina"	"45"	"2001"	"2001"	"Male"	"M"	"55-59 years"	"55-59"	16	103305	15.49
	"South Carolina"	"45"	"2002"	"2002"	"Female"	"F"	"70-74 years"	"70-74"	17	70090	24.25
	"South Carolina"	"45"	"2002"	"2002"	"Female"	"F"	"75-79 years"	"75-79"	17	61264	27.75
	"South Carolina"	"45"	"2002"	"2002"	"Male"	"M"	"50-54 years"	"50-54"	20	133969	14.93
	"South Carolina"	"45"	"2003"	"2003"	"Female"	"F"	"65-69 years"	"65-69"	16	83053	19.26
	"South Carolina"	"45"	"2003"	"2003"	"Female"	"F"	"70-74 years"	"70-74"	17	70412	24.14
	"South Carolina"	"45"	"2003"	"2003"	"Male"	"M"	"< 1 year"	"1"	0	27566	0.00
	"South Carolina"	"45"	"2003"	"2003"	"Male"	"M"	"60-64 years "	"60-64"	19	91051	20.87
	"South Carolina"	"45"	"2003"	"2003"	"Male"	"M"	"75-79 years"	"75-79"	19	41838	45.41
	"South Carolina"	"45"	"2004"	"2004"	"Female"	"F"	"< 1 year"	"1"	0	27357	0.00
	"South Carolina"	"45"	"2004"	"2004"	"Male"	"M"	"< 1 year"	"1"	0	28255	0.00
	"South Carolina"	"45"	"2004"	"2004"	"Male"	"M"	"50-54 years"	"50-54"	19	137837	13.78
	"South Carolina"	"45"	"2004"	"2004"	"Male"	"M"	"55-59 years"	"55-59"	22	123624	17.80
	"South Carolina"	"45"	"2004"	"2004"	"Male"	"M"	"60-64 years "	"60-64"	19	95941	19.80
	"South Carolina"	"45"	"2005"	"2005"	"Female"	"F"	"< 1 year"	"1"	0	27590	0.00
	"South Carolina"	"45"	"2005"	"2005"	"Female"	"F"	"15-19 years"	"15-19"	0	153669	0.00
	"South Carolina"	"45"	"2005"	"2005"	"Female"	"F"	"60-64 years "	"60-64"	19	110778	17.15
	"South Carolina"	"45"	"2005"	"2005"	"Female"	"F"	"70-74 years"	"70-74"	16	73121	21.88
	"South Carolina"	"45"	"2005"	"2005"	"Male"	"M"	"15-19 years"	"15-19"	0	162296	0.00
	"South Carolina"	"45"	"2006"	"2006"	"Female"	"F"	"80-84 years"	"80-84"	17	48154	35.30
	"South Carolina"	"45"	"2006"	"2006"	"Male"	"M"	"50-54 years"	"50-54"	18	144256	12.48
	"South Carolina"	"45"	"2006"	"2006"	"Male"	"M"	"55-59 years"	"55-59"	16	136462	11.72
	"South Carolina"	"45"	"2006"	"2006"	"Male"	"M"	"60-64 years "	"60-64"	19	105549	18.00
	"South Carolina"	"45"	"2006"	"2006"	"Male"	"M"	"65-69 years"	"65-69"	21	81714	25.70
	"South Carolina"	"45"	"2006"	"2006"	"Male"	"M"	"70-74 years"	"70-74"	17	62159	27.35
	"South Carolina"	"45"	"2007"	"2007"	"Female"	"F"	"< 1 year"	"1"	0	30988	0.00
	"South Carolina"	"45"	"2007"	"2007"	"Female"	"F"	"60-64 years "	"60-64"	19	126983	14.96
	"South Carolina"	"45"	"2007"	"2007"	"Female"	"F"	"65-69 years"	"65-69"	16	97457	16.42
	"South Carolina"	"45"	"2007"	"2007"	"Male"	"M"	"60-64 years "	"60-64"	21	115155	18.24
	"South Carolina"	"45"	"2007"	"2007"	"Male"	"M"	"65-69 years"	"65-69"	18	86770	20.74
	"South Carolina"	"45"	"2007"	"2007"	"Male"	"M"	"70-74 years"	"70-74"	21	64022	32.80
	"South Carolina"	"45"	"2007"	"2007"	"Male"	"M"	"75-79 years"	"75-79"	19	45525	41.74
	"South Carolina"	"45"	"2008"	"2008"	"Female"	"F"	"< 1 year"	"1"	0	31487	0.00
	"South Carolina"	"45"	"2008"	"2008"	"Female"	"F"	"60-64 years "	"60-64"	16	134935	11.86
