"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	Count
	"Nebraska"	"31"	"2021"	"2021"	"Female"	"F"	67
	"Nebraska"	"31"	"2021"	"2021"	"Male"	"M"	88
	"Nevada"	"32"	"1999"	"1999"	"Female"	"F"	59
	"Nevada"	"32"	"1999"	"1999"	"Male"	"M"	68
	"Nevada"	"32"	"2000"	"2000"	"Female"	"F"	42
	"Nevada"	"32"	"2000"	"2000"	"Male"	"M"	75
	"Nevada"	"32"	"2001"	"2001"	"Female"	"F"	45
	"Nevada"	"32"	"2001"	"2001"	"Male"	"M"	78
	"Nevada"	"32"	"2002"	"2002"	"Female"	"F"	62
	"Nevada"	"32"	"2002"	"2002"	"Male"	"M"	82
	"Nevada"	"32"	"2003"	"2003"	"Female"	"F"	72
	"Nevada"	"32"	"2003"	"2003"	"Male"	"M"	80
	"Nevada"	"32"	"2004"	"2004"	"Female"	"F"	75
	"Nevada"	"32"	"2004"	"2004"	"Male"	"M"	89
	"Nevada"	"32"	"2005"	"2005"	"Female"	"F"	60
	"Nevada"	"32"	"2005"	"2005"	"Male"	"M"	89
	"Nevada"	"32"	"2006"	"2006"	"Female"	"F"	68
	"Nevada"	"32"	"2006"	"2006"	"Male"	"M"	101
	"Nevada"	"32"	"2007"	"2007"	"Female"	"F"	74
	"Nevada"	"32"	"2007"	"2007"	"Male"	"M"	89
	"Nevada"	"32"	"2008"	"2008"	"Female"	"F"	63
	"Nevada"	"32"	"2008"	"2008"	"Male"	"M"	98
	"Nevada"	"32"	"2009"	"2009"	"Female"	"F"	58
	"Nevada"	"32"	"2009"	"2009"	"Male"	"M"	82
	"Nevada"	"32"	"2010"	"2010"	"Female"	"F"	71
	"Nevada"	"32"	"2010"	"2010"	"Male"	"M"	93
	"Nevada"	"32"	"2011"	"2011"	"Female"	"F"	70
	"Nevada"	"32"	"2011"	"2011"	"Male"	"M"	100
	"Nevada"	"32"	"2012"	"2012"	"Female"	"F"	80
	"Nevada"	"32"	"2012"	"2012"	"Male"	"M"	87
	"Nevada"	"32"	"2013"	"2013"	"Female"	"F"	85
	"Nevada"	"32"	"2013"	"2013"	"Male"	"M"	104
	"Nevada"	"32"	"2014"	"2014"	"Female"	"F"	75
	"Nevada"	"32"	"2014"	"2014"	"Male"	"M"	106
	"Nevada"	"32"	"2015"	"2015"	"Female"	"F"	97
	"Nevada"	"32"	"2015"	"2015"	"Male"	"M"	112
	"Nevada"	"32"	"2016"	"2016"	"Female"	"F"	98
	"Nevada"	"32"	"2016"	"2016"	"Male"	"M"	121
	"Nevada"	"32"	"2017"	"2017"	"Female"	"F"	84
	"Nevada"	"32"	"2017"	"2017"	"Male"	"M"	136
	"Nevada"	"32"	"2018"	"2018"	"Female"	"F"	79
	"Nevada"	"32"	"2018"	"2018"	"Male"	"M"	83
	"Nevada"	"32"	"2019"	"2019"	"Female"	"F"	71
	"Nevada"	"32"	"2019"	"2019"	"Male"	"M"	111
	"Nevada"	"32"	"2020"	"2020"	"Female"	"F"	86
	"Nevada"	"32"	"2020"	"2020"	"Male"	"M"	106
	"Nevada"	"32"	"2021"	"2021"	"Female"	"F"	93
	"Nevada"	"32"	"2021"	"2021"	"Male"	"M"	93
	"New Hampshire"	"33"	"1999"	"1999"	"Female"	"F"	35
	"New Hampshire"	"33"	"1999"	"1999"	"Male"	"M"	51
	"New Hampshire"	"33"	"2000"	"2000"	"Female"	"F"	41
	"New Hampshire"	"33"	"2000"	"2000"	"Male"	"M"	48
	"New Hampshire"	"33"	"2001"	"2001"	"Female"	"F"	41
	"New Hampshire"	"33"	"2001"	"2001"	"Male"	"M"	60
	"New Hampshire"	"33"	"2002"	"2002"	"Female"	"F"	38
	"New Hampshire"	"33"	"2002"	"2002"	"Male"	"M"	48
	"New Hampshire"	"33"	"2003"	"2003"	"Female"	"F"	40
	"New Hampshire"	"33"	"2003"	"2003"	"Male"	"M"	57
	"New Hampshire"	"33"	"2004"	"2004"	"Female"	"F"	50
	"New Hampshire"	"33"	"2004"	"2004"	"Male"	"M"	58
	"New Hampshire"	"33"	"2005"	"2005"	"Female"	"F"	37
	"New Hampshire"	"33"	"2005"	"2005"	"Male"	"M"	64
	"New Hampshire"	"33"	"2006"	"2006"	"Female"	"F"	43
	"New Hampshire"	"33"	"2006"	"2006"	"Male"	"M"	55
	"New Hampshire"	"33"	"2007"	"2007"	"Female"	"F"	37
	"New Hampshire"	"33"	"2007"	"2007"	"Male"	"M"	66
	"New Hampshire"	"33"	"2008"	"2008"	"Female"	"F"	46
	"New Hampshire"	"33"	"2008"	"2008"	"Male"	"M"	54
	"New Hampshire"	"33"	"2009"	"2009"	"Female"	"F"	48
	"New Hampshire"	"33"	"2009"	"2009"	"Male"	"M"	81
	"New Hampshire"	"33"	"2010"	"2010"	"Female"	"F"	52
	"New Hampshire"	"33"	"2010"	"2010"	"Male"	"M"	66
	"New Hampshire"	"33"	"2011"	"2011"	"Female"	"F"	54
	"New Hampshire"	"33"	"2011"	"2011"	"Male"	"M"	65
	"New Hampshire"	"33"	"2012"	"2012"	"Female"	"F"	50
	"New Hampshire"	"33"	"2012"	"2012"	"Male"	"M"	53
	"New Hampshire"	"33"	"2013"	"2013"	"Female"	"F"	47
	"New Hampshire"	"33"	"2013"	"2013"	"Male"	"M"	60
	"New Hampshire"	"33"	"2014"	"2014"	"Female"	"F"	44
	"New Hampshire"	"33"	"2014"	"2014"	"Male"	"M"	74
	"New Hampshire"	"33"	"2015"	"2015"	"Female"	"F"	48
	"New Hampshire"	"33"	"2015"	"2015"	"Male"	"M"	64
	"New Hampshire"	"33"	"2016"	"2016"	"Female"	"F"	50
	"New Hampshire"	"33"	"2016"	"2016"	"Male"	"M"	70
	"New Hampshire"	"33"	"2017"	"2017"	"Female"	"F"	61
	"New Hampshire"	"33"	"2017"	"2017"	"Male"	"M"	69
	"New Hampshire"	"33"	"2018"	"2018"	"Female"	"F"	52
	"New Hampshire"	"33"	"2018"	"2018"	"Male"	"M"	60
	"New Hampshire"	"33"	"2019"	"2019"	"Female"	"F"	53
	"New Hampshire"	"33"	"2019"	"2019"	"Male"	"M"	87
	"New Hampshire"	"33"	"2020"	"2020"	"Female"	"F"	54
	"New Hampshire"	"33"	"2020"	"2020"	"Male"	"M"	66
	"New Hampshire"	"33"	"2021"	"2021"	"Female"	"F"	50
	"New Hampshire"	"33"	"2021"	"2021"	"Male"	"M"	72
	"New Jersey"	"34"	"1999"	"1999"	"Female"	"F"	313
	"New Jersey"	"34"	"1999"	"1999"	"Male"	"M"	318
	"New Jersey"	"34"	"2000"	"2000"	"Female"	"F"	287
	"New Jersey"	"34"	"2000"	"2000"	"Male"	"M"	356
	"New Jersey"	"34"	"2001"	"2001"	"Female"	"F"	296
	"New Jersey"	"34"	"2001"	"2001"	"Male"	"M"	341
	"New Jersey"	"34"	"2002"	"2002"	"Female"	"F"	264
	"New Jersey"	"34"	"2002"	"2002"	"Male"	"M"	328
	"New Jersey"	"34"	"2003"	"2003"	"Female"	"F"	294
	"New Jersey"	"34"	"2003"	"2003"	"Male"	"M"	379
	"New Jersey"	"34"	"2004"	"2004"	"Female"	"F"	342
	"New Jersey"	"34"	"2004"	"2004"	"Male"	"M"	338
	"New Jersey"	"34"	"2005"	"2005"	"Female"	"F"	282
	"New Jersey"	"34"	"2005"	"2005"	"Male"	"M"	374
	"New Jersey"	"34"	"2006"	"2006"	"Female"	"F"	278
	"New Jersey"	"34"	"2006"	"2006"	"Male"	"M"	386
	"New Jersey"	"34"	"2007"	"2007"	"Female"	"F"	315
	"New Jersey"	"34"	"2007"	"2007"	"Male"	"M"	350
	"New Jersey"	"34"	"2008"	"2008"	"Female"	"F"	295
	"New Jersey"	"34"	"2008"	"2008"	"Male"	"M"	363
	"New Jersey"	"34"	"2009"	"2009"	"Female"	"F"	291
	"New Jersey"	"34"	"2009"	"2009"	"Male"	"M"	370
	"New Jersey"	"34"	"2010"	"2010"	"Female"	"F"	313
	"New Jersey"	"34"	"2010"	"2010"	"Male"	"M"	382
	"New Jersey"	"34"	"2011"	"2011"	"Female"	"F"	281
	"New Jersey"	"34"	"2011"	"2011"	"Male"	"M"	357
	"New Jersey"	"34"	"2012"	"2012"	"Female"	"F"	291
	"New Jersey"	"34"	"2012"	"2012"	"Male"	"M"	404
	"New Jersey"	"34"	"2013"	"2013"	"Female"	"F"	320
	"New Jersey"	"34"	"2013"	"2013"	"Male"	"M"	381
	"New Jersey"	"34"	"2014"	"2014"	"Female"	"F"	302
	"New Jersey"	"34"	"2014"	"2014"	"Male"	"M"	392
	"New Jersey"	"34"	"2015"	"2015"	"Female"	"F"	309
	"New Jersey"	"34"	"2015"	"2015"	"Male"	"M"	358
	"New Jersey"	"34"	"2016"	"2016"	"Female"	"F"	294
	"New Jersey"	"34"	"2016"	"2016"	"Male"	"M"	388
	"New Jersey"	"34"	"2017"	"2017"	"Female"	"F"	324
	"New Jersey"	"34"	"2017"	"2017"	"Male"	"M"	363
	"New Jersey"	"34"	"2018"	"2018"	"Female"	"F"	345
	"New Jersey"	"34"	"2018"	"2018"	"Male"	"M"	369
	"New Jersey"	"34"	"2019"	"2019"	"Female"	"F"	302
	"New Jersey"	"34"	"2019"	"2019"	"Male"	"M"	385
	"New Jersey"	"34"	"2020"	"2020"	"Female"	"F"	307
	"New Jersey"	"34"	"2020"	"2020"	"Male"	"M"	392
	"New Jersey"	"34"	"2021"	"2021"	"Female"	"F"	323
	"New Jersey"	"34"	"2021"	"2021"	"Male"	"M"	379
	"New Mexico"	"35"	"1999"	"1999"	"Female"	"F"	57
	"New Mexico"	"35"	"1999"	"1999"	"Male"	"M"	66
	"New Mexico"	"35"	"2000"	"2000"	"Female"	"F"	53
	"New Mexico"	"35"	"2000"	"2000"	"Male"	"M"	50
	"New Mexico"	"35"	"2001"	"2001"	"Female"	"F"	34
	"New Mexico"	"35"	"2001"	"2001"	"Male"	"M"	55
	"New Mexico"	"35"	"2002"	"2002"	"Female"	"F"	44
	"New Mexico"	"35"	"2002"	"2002"	"Male"	"M"	65
	"New Mexico"	"35"	"2003"	"2003"	"Female"	"F"	40
	"New Mexico"	"35"	"2003"	"2003"	"Male"	"M"	52
	"New Mexico"	"35"	"2004"	"2004"	"Female"	"F"	48
	"New Mexico"	"35"	"2004"	"2004"	"Male"	"M"	77
	"New Mexico"	"35"	"2005"	"2005"	"Female"	"F"	51
	"New Mexico"	"35"	"2005"	"2005"	"Male"	"M"	67
	"New Mexico"	"35"	"2006"	"2006"	"Female"	"F"	46
	"New Mexico"	"35"	"2006"	"2006"	"Male"	"M"	75
	"New Mexico"	"35"	"2007"	"2007"	"Female"	"F"	46
	"New Mexico"	"35"	"2007"	"2007"	"Male"	"M"	70
	"New Mexico"	"35"	"2008"	"2008"	"Female"	"F"	53
	"New Mexico"	"35"	"2008"	"2008"	"Male"	"M"	74
	"New Mexico"	"35"	"2009"	"2009"	"Female"	"F"	61
	"New Mexico"	"35"	"2009"	"2009"	"Male"	"M"	62
	"New Mexico"	"35"	"2010"	"2010"	"Female"	"F"	56
	"New Mexico"	"35"	"2010"	"2010"	"Male"	"M"	61
	"New Mexico"	"35"	"2011"	"2011"	"Female"	"F"	48
	"New Mexico"	"35"	"2011"	"2011"	"Male"	"M"	65
	"New Mexico"	"35"	"2012"	"2012"	"Female"	"F"	55
	"New Mexico"	"35"	"2012"	"2012"	"Male"	"M"	76
	"New Mexico"	"35"	"2013"	"2013"	"Female"	"F"	51
	"New Mexico"	"35"	"2013"	"2013"	"Male"	"M"	59
	"New Mexico"	"35"	"2014"	"2014"	"Female"	"F"	47
	"New Mexico"	"35"	"2014"	"2014"	"Male"	"M"	77
	"New Mexico"	"35"	"2015"	"2015"	"Female"	"F"	62
	"New Mexico"	"35"	"2015"	"2015"	"Male"	"M"	73
	"New Mexico"	"35"	"2016"	"2016"	"Female"	"F"	58
	"New Mexico"	"35"	"2016"	"2016"	"Male"	"M"	74
	"New Mexico"	"35"	"2017"	"2017"	"Female"	"F"	72
	"New Mexico"	"35"	"2017"	"2017"	"Male"	"M"	70
	"New Mexico"	"35"	"2018"	"2018"	"Female"	"F"	58
	"New Mexico"	"35"	"2018"	"2018"	"Male"	"M"	72
	"New Mexico"	"35"	"2019"	"2019"	"Female"	"F"	59
	"New Mexico"	"35"	"2019"	"2019"	"Male"	"M"	87
	"New Mexico"	"35"	"2020"	"2020"	"Female"	"F"	44
	"New Mexico"	"35"	"2020"	"2020"	"Male"	"M"	62
	"New Mexico"	"35"	"2021"	"2021"	"Female"	"F"	67
	"New Mexico"	"35"	"2021"	"2021"	"Male"	"M"	78
	"New York"	"36"	"1999"	"1999"	"Female"	"F"	616
	"New York"	"36"	"1999"	"1999"	"Male"	"M"	690
	"New York"	"36"	"2000"	"2000"	"Female"	"F"	700
	"New York"	"36"	"2000"	"2000"	"Male"	"M"	727
	"New York"	"36"	"2001"	"2001"	"Female"	"F"	657
	"New York"	"36"	"2001"	"2001"	"Male"	"M"	704
	"New York"	"36"	"2002"	"2002"	"Female"	"F"	619
	"New York"	"36"	"2002"	"2002"	"Male"	"M"	750
	"New York"	"36"	"2003"	"2003"	"Female"	"F"	678
	"New York"	"36"	"2003"	"2003"	"Male"	"M"	706
	"New York"	"36"	"2004"	"2004"	"Female"	"F"	596
	"New York"	"36"	"2004"	"2004"	"Male"	"M"	737
	"New York"	"36"	"2005"	"2005"	"Female"	"F"	602
	"New York"	"36"	"2005"	"2005"	"Male"	"M"	785
	"New York"	"36"	"2006"	"2006"	"Female"	"F"	601
	"New York"	"36"	"2006"	"2006"	"Male"	"M"	762
	"New York"	"36"	"2007"	"2007"	"Female"	"F"	623
	"New York"	"36"	"2007"	"2007"	"Male"	"M"	699
	"New York"	"36"	"2008"	"2008"	"Female"	"F"	625
	"New York"	"36"	"2008"	"2008"	"Male"	"M"	739
	"New York"	"36"	"2009"	"2009"	"Female"	"F"	653
	"New York"	"36"	"2009"	"2009"	"Male"	"M"	749
	"New York"	"36"	"2010"	"2010"	"Female"	"F"	614
	"New York"	"36"	"2010"	"2010"	"Male"	"M"	737
	"New York"	"36"	"2011"	"2011"	"Female"	"F"	616
	"New York"	"36"	"2011"	"2011"	"Male"	"M"	742
	"New York"	"36"	"2012"	"2012"	"Female"	"F"	638
	"New York"	"36"	"2012"	"2012"	"Male"	"M"	767
	"New York"	"36"	"2013"	"2013"	"Female"	"F"	628
	"New York"	"36"	"2013"	"2013"	"Male"	"M"	786
	"New York"	"36"	"2014"	"2014"	"Female"	"F"	664
	"New York"	"36"	"2014"	"2014"	"Male"	"M"	824
	"New York"	"36"	"2015"	"2015"	"Female"	"F"	686
	"New York"	"36"	"2015"	"2015"	"Male"	"M"	757
	"New York"	"36"	"2016"	"2016"	"Female"	"F"	605
	"New York"	"36"	"2016"	"2016"	"Male"	"M"	827
	"New York"	"36"	"2017"	"2017"	"Female"	"F"	678
	"New York"	"36"	"2017"	"2017"	"Male"	"M"	847
	"New York"	"36"	"2018"	"2018"	"Female"	"F"	617
	"New York"	"36"	"2018"	"2018"	"Male"	"M"	793
	"New York"	"36"	"2019"	"2019"	"Female"	"F"	626
	"New York"	"36"	"2019"	"2019"	"Male"	"M"	765
	"New York"	"36"	"2020"	"2020"	"Female"	"F"	634
	"New York"	"36"	"2020"	"2020"	"Male"	"M"	753
	"New York"	"36"	"2021"	"2021"	"Female"	"F"	613
	"New York"	"36"	"2021"	"2021"	"Male"	"M"	769
	"North Carolina"	"37"	"1999"	"1999"	"Female"	"F"	220
	"North Carolina"	"37"	"1999"	"1999"	"Male"	"M"	312
	"North Carolina"	"37"	"2000"	"2000"	"Female"	"F"	238
	"North Carolina"	"37"	"2000"	"2000"	"Male"	"M"	277
	"North Carolina"	"37"	"2001"	"2001"	"Female"	"F"	256
	"North Carolina"	"37"	"2001"	"2001"	"Male"	"M"	265
	"North Carolina"	"37"	"2002"	"2002"	"Female"	"F"	241
	"North Carolina"	"37"	"2002"	"2002"	"Male"	"M"	322
	"North Carolina"	"37"	"2003"	"2003"	"Female"	"F"	237
	"North Carolina"	"37"	"2003"	"2003"	"Male"	"M"	324
	"North Carolina"	"37"	"2004"	"2004"	"Female"	"F"	281
	"North Carolina"	"37"	"2004"	"2004"	"Male"	"M"	309
	"North Carolina"	"37"	"2005"	"2005"	"Female"	"F"	291
	"North Carolina"	"37"	"2005"	"2005"	"Male"	"M"	352
	"North Carolina"	"37"	"2006"	"2006"	"Female"	"F"	323
	"North Carolina"	"37"	"2006"	"2006"	"Male"	"M"	338
	"North Carolina"	"37"	"2007"	"2007"	"Female"	"F"	270
	"North Carolina"	"37"	"2007"	"2007"	"Male"	"M"	345
	"North Carolina"	"37"	"2008"	"2008"	"Female"	"F"	267
	"North Carolina"	"37"	"2008"	"2008"	"Male"	"M"	337
	"North Carolina"	"37"	"2009"	"2009"	"Female"	"F"	307
	"North Carolina"	"37"	"2009"	"2009"	"Male"	"M"	380
	"North Carolina"	"37"	"2010"	"2010"	"Female"	"F"	322
	"North Carolina"	"37"	"2010"	"2010"	"Male"	"M"	389
	"North Carolina"	"37"	"2011"	"2011"	"Female"	"F"	309
	"North Carolina"	"37"	"2011"	"2011"	"Male"	"M"	396
	"North Carolina"	"37"	"2012"	"2012"	"Female"	"F"	313
	"North Carolina"	"37"	"2012"	"2012"	"Male"	"M"	374
	"North Carolina"	"37"	"2013"	"2013"	"Female"	"F"	345
	"North Carolina"	"37"	"2013"	"2013"	"Male"	"M"	380
	"North Carolina"	"37"	"2014"	"2014"	"Female"	"F"	316
	"North Carolina"	"37"	"2014"	"2014"	"Male"	"M"	356
	"North Carolina"	"37"	"2015"	"2015"	"Female"	"F"	333
	"North Carolina"	"37"	"2015"	"2015"	"Male"	"M"	404
	"North Carolina"	"37"	"2016"	"2016"	"Female"	"F"	325
	"North Carolina"	"37"	"2016"	"2016"	"Male"	"M"	400
	"North Carolina"	"37"	"2017"	"2017"	"Female"	"F"	313
	"North Carolina"	"37"	"2017"	"2017"	"Male"	"M"	382
	"North Carolina"	"37"	"2018"	"2018"	"Female"	"F"	298
	"North Carolina"	"37"	"2018"	"2018"	"Male"	"M"	435
	"North Carolina"	"37"	"2019"	"2019"	"Female"	"F"	329
	"North Carolina"	"37"	"2019"	"2019"	"Male"	"M"	411
	"North Carolina"	"37"	"2020"	"2020"	"Female"	"F"	341
	"North Carolina"	"37"	"2020"	"2020"	"Male"	"M"	419
	"North Carolina"	"37"	"2021"	"2021"	"Female"	"F"	357
	"North Carolina"	"37"	"2021"	"2021"	"Male"	"M"	419
	"North Dakota"	"38"	"1999"	"1999"	"Female"	"F"	22
	"North Dakota"	"38"	"1999"	"1999"	"Male"	"M"	19
	"North Dakota"	"38"	"2000"	"2000"	"Female"	"F"	16
	"North Dakota"	"38"	"2000"	"2000"	"Male"	"M"	24
	"North Dakota"	"38"	"2001"	"2001"	"Female"	"F"	23
	"North Dakota"	"38"	"2001"	"2001"	"Male"	"M"	27
	"North Dakota"	"38"	"2002"	"2002"	"Female"	"F"	20
	"North Dakota"	"38"	"2002"	"2002"	"Male"	"M"	23
	"North Dakota"	"38"	"2003"	"2003"	"Female"	"F"	16
	"North Dakota"	"38"	"2003"	"2003"	"Male"	"M"	28
	"North Dakota"	"38"	"2004"	"2004"	"Female"	"F"	23
	"North Dakota"	"38"	"2004"	"2004"	"Male"	"M"	24
	"North Dakota"	"38"	"2005"	"2005"	"Female"	"F"	26
	"North Dakota"	"38"	"2005"	"2005"	"Male"	"M"	34
	"North Dakota"	"38"	"2006"	"2006"	"Male"	"M"	17
	"North Dakota"	"38"	"2007"	"2007"	"Female"	"F"	25
	"North Dakota"	"38"	"2007"	"2007"	"Male"	"M"	23
	"North Dakota"	"38"	"2008"	"2008"	"Female"	"F"	17
	"North Dakota"	"38"	"2008"	"2008"	"Male"	"M"	25
	"North Dakota"	"38"	"2009"	"2009"	"Female"	"F"	23
	"North Dakota"	"38"	"2009"	"2009"	"Male"	"M"	22
	"North Dakota"	"38"	"2010"	"2010"	"Female"	"F"	23
	"North Dakota"	"38"	"2010"	"2010"	"Male"	"M"	18
	"North Dakota"	"38"	"2011"	"2011"	"Male"	"M"	26
	"North Dakota"	"38"	"2012"	"2012"	"Female"	"F"	21
	"North Dakota"	"38"	"2012"	"2012"	"Male"	"M"	33
	"North Dakota"	"38"	"2013"	"2013"	"Female"	"F"	18
	"North Dakota"	"38"	"2013"	"2013"	"Male"	"M"	40
	"North Dakota"	"38"	"2014"	"2014"	"Female"	"F"	25
	"North Dakota"	"38"	"2014"	"2014"	"Male"	"M"	31
	"North Dakota"	"38"	"2015"	"2015"	"Female"	"F"	23
	"North Dakota"	"38"	"2015"	"2015"	"Male"	"M"	23
	"North Dakota"	"38"	"2016"	"2016"	"Female"	"F"	21
	"North Dakota"	"38"	"2016"	"2016"	"Male"	"M"	27
	"North Dakota"	"38"	"2017"	"2017"	"Female"	"F"	16
	"North Dakota"	"38"	"2017"	"2017"	"Male"	"M"	37
	"North Dakota"	"38"	"2018"	"2018"	"Female"	"F"	21
	"North Dakota"	"38"	"2018"	"2018"	"Male"	"M"	30
	"North Dakota"	"38"	"2019"	"2019"	"Female"	"F"	18
	"North Dakota"	"38"	"2019"	"2019"	"Male"	"M"	26
	"North Dakota"	"38"	"2020"	"2020"	"Female"	"F"	25
	"North Dakota"	"38"	"2020"	"2020"	"Male"	"M"	34
	"North Dakota"	"38"	"2021"	"2021"	"Female"	"F"	17
	"North Dakota"	"38"	"2021"	"2021"	"Male"	"M"	33
	"Ohio"	"39"	"1999"	"1999"	"Female"	"F"	385
	"Ohio"	"39"	"1999"	"1999"	"Male"	"M"	428
	"Ohio"	"39"	"2000"	"2000"	"Female"	"F"	357
	"Ohio"	"39"	"2000"	"2000"	"Male"	"M"	424
	"Ohio"	"39"	"2001"	"2001"	"Female"	"F"	382
	"Ohio"	"39"	"2001"	"2001"	"Male"	"M"	448
	"Ohio"	"39"	"2002"	"2002"	"Female"	"F"	362
	"Ohio"	"39"	"2002"	"2002"	"Male"	"M"	467
	"Ohio"	"39"	"2003"	"2003"	"Female"	"F"	386
	"Ohio"	"39"	"2003"	"2003"	"Male"	"M"	427
	"Ohio"	"39"	"2004"	"2004"	"Female"	"F"	386
	"Ohio"	"39"	"2004"	"2004"	"Male"	"M"	438
	"Ohio"	"39"	"2005"	"2005"	"Female"	"F"	411
	"Ohio"	"39"	"2005"	"2005"	"Male"	"M"	499
	"Ohio"	"39"	"2006"	"2006"	"Female"	"F"	415
	"Ohio"	"39"	"2006"	"2006"	"Male"	"M"	482
	"Ohio"	"39"	"2007"	"2007"	"Female"	"F"	402
	"Ohio"	"39"	"2007"	"2007"	"Male"	"M"	433
	"Ohio"	"39"	"2008"	"2008"	"Female"	"F"	464
	"Ohio"	"39"	"2008"	"2008"	"Male"	"M"	494
	"Ohio"	"39"	"2009"	"2009"	"Female"	"F"	429
	"Ohio"	"39"	"2009"	"2009"	"Male"	"M"	512
	"Ohio"	"39"	"2010"	"2010"	"Female"	"F"	405
	"Ohio"	"39"	"2010"	"2010"	"Male"	"M"	465
	"Ohio"	"39"	"2011"	"2011"	"Female"	"F"	363
	"Ohio"	"39"	"2011"	"2011"	"Male"	"M"	467
	"Ohio"	"39"	"2012"	"2012"	"Female"	"F"	360
	"Ohio"	"39"	"2012"	"2012"	"Male"	"M"	500
	"Ohio"	"39"	"2013"	"2013"	"Female"	"F"	431
	"Ohio"	"39"	"2013"	"2013"	"Male"	"M"	559
	"Ohio"	"39"	"2014"	"2014"	"Female"	"F"	410
	"Ohio"	"39"	"2014"	"2014"	"Male"	"M"	499
	"Ohio"	"39"	"2015"	"2015"	"Female"	"F"	398
	"Ohio"	"39"	"2015"	"2015"	"Male"	"M"	529
	"Ohio"	"39"	"2016"	"2016"	"Female"	"F"	422
	"Ohio"	"39"	"2016"	"2016"	"Male"	"M"	517
	"Ohio"	"39"	"2017"	"2017"	"Female"	"F"	432
	"Ohio"	"39"	"2017"	"2017"	"Male"	"M"	541
	"Ohio"	"39"	"2018"	"2018"	"Female"	"F"	402
	"Ohio"	"39"	"2018"	"2018"	"Male"	"M"	530
	"Ohio"	"39"	"2019"	"2019"	"Female"	"F"	433
	"Ohio"	"39"	"2019"	"2019"	"Male"	"M"	518
	"Ohio"	"39"	"2020"	"2020"	"Female"	"F"	375
	"Ohio"	"39"	"2020"	"2020"	"Male"	"M"	469
	"Ohio"	"39"	"2021"	"2021"	"Female"	"F"	400
	"Ohio"	"39"	"2021"	"2021"	"Male"	"M"	444
	"Oklahoma"	"40"	"1999"	"1999"	"Female"	"F"	112
	"Oklahoma"	"40"	"1999"	"1999"	"Male"	"M"	138
	"Oklahoma"	"40"	"2000"	"2000"	"Female"	"F"	113
	"Oklahoma"	"40"	"2000"	"2000"	"Male"	"M"	133
	"Oklahoma"	"40"	"2001"	"2001"	"Female"	"F"	105
	"Oklahoma"	"40"	"2001"	"2001"	"Male"	"M"	145
	"Oklahoma"	"40"	"2002"	"2002"	"Female"	"F"	130
	"Oklahoma"	"40"	"2002"	"2002"	"Male"	"M"	139
	"Oklahoma"	"40"	"2003"	"2003"	"Female"	"F"	116
	"Oklahoma"	"40"	"2003"	"2003"	"Male"	"M"	147
	"Oklahoma"	"40"	"2004"	"2004"	"Female"	"F"	122
	"Oklahoma"	"40"	"2004"	"2004"	"Male"	"M"	147
	"Oklahoma"	"40"	"2005"	"2005"	"Female"	"F"	133
	"Oklahoma"	"40"	"2005"	"2005"	"Male"	"M"	127
	"Oklahoma"	"40"	"2006"	"2006"	"Female"	"F"	129
	"Oklahoma"	"40"	"2006"	"2006"	"Male"	"M"	155
	"Oklahoma"	"40"	"2007"	"2007"	"Female"	"F"	127
	"Oklahoma"	"40"	"2007"	"2007"	"Male"	"M"	165
	"Oklahoma"	"40"	"2008"	"2008"	"Female"	"F"	112
	"Oklahoma"	"40"	"2008"	"2008"	"Male"	"M"	128
	"Oklahoma"	"40"	"2009"	"2009"	"Female"	"F"	131
	"Oklahoma"	"40"	"2009"	"2009"	"Male"	"M"	151
	"Oklahoma"	"40"	"2010"	"2010"	"Female"	"F"	118
	"Oklahoma"	"40"	"2010"	"2010"	"Male"	"M"	142
	"Oklahoma"	"40"	"2011"	"2011"	"Female"	"F"	131
	"Oklahoma"	"40"	"2011"	"2011"	"Male"	"M"	120
	"Oklahoma"	"40"	"2012"	"2012"	"Female"	"F"	123
	"Oklahoma"	"40"	"2012"	"2012"	"Male"	"M"	155
	"Oklahoma"	"40"	"2013"	"2013"	"Female"	"F"	117
	"Oklahoma"	"40"	"2013"	"2013"	"Male"	"M"	170
	"Oklahoma"	"40"	"2014"	"2014"	"Female"	"F"	129
	"Oklahoma"	"40"	"2014"	"2014"	"Male"	"M"	159
	"Oklahoma"	"40"	"2015"	"2015"	"Female"	"F"	135
	"Oklahoma"	"40"	"2015"	"2015"	"Male"	"M"	162
	"Oklahoma"	"40"	"2016"	"2016"	"Female"	"F"	128
	"Oklahoma"	"40"	"2016"	"2016"	"Male"	"M"	147
	"Oklahoma"	"40"	"2017"	"2017"	"Female"	"F"	129
	"Oklahoma"	"40"	"2017"	"2017"	"Male"	"M"	143
	"Oklahoma"	"40"	"2018"	"2018"	"Female"	"F"	126
	"Oklahoma"	"40"	"2018"	"2018"	"Male"	"M"	164
	"Oklahoma"	"40"	"2019"	"2019"	"Female"	"F"	125
	"Oklahoma"	"40"	"2019"	"2019"	"Male"	"M"	145
	"Oklahoma"	"40"	"2020"	"2020"	"Female"	"F"	110
	"Oklahoma"	"40"	"2020"	"2020"	"Male"	"M"	146
	"Oklahoma"	"40"	"2021"	"2021"	"Female"	"F"	106
	"Oklahoma"	"40"	"2021"	"2021"	"Male"	"M"	162
